clip,track_speed_px_s,track_angle_deg,companion_dx_px,companion_dy_px,companion_sep_px,companion_angle_deg,companion_vs_track_deg,a8_clock,primary_raw,primary_seq
Kooha-2026-09-19-04-55-19.mkv,26.307659911616977,3.980854957253914,-5.2513494138793675,91.67713529546597,91.82741315451408,93.2783717625914,89.2975168053375,14:38:11,4344303,403646
Kooha-2026-09-19-05-00-03.mkv,26.36331828734607,4.052301891588566,-5.280283821147009,91.34824350309788,91.50072670931706,93.30823762153979,89.25593572995122,14:44:58,4352957,404450
